ICD10,PHECODE,Exl. Phecodes,Excl. Phenotypes
K929,569.0,565-569.99,Other gastrointestinal
L00,695.8,690-697.99,Other inflammatory condition of skin
L010,686.2,680-686.99,Skin and subcutaneous tissue infections
L011,686.2,680-686.99,Skin and subcutaneous tissue infections
L020,686.1,680-686.99,Skin and subcutaneous tissue infections
L021,686.1,680-686.99,Skin and subcutaneous tissue infections
L022,686.1,680-686.99,Skin and subcutaneous tissue infections
L023,686.1,680-686.99,Skin and subcutaneous tissue infections
L024,686.1,680-686.99,Skin and subcutaneous tissue infections
L028,686.1,680-686.99,Skin and subcutaneous tissue infections
L029,686.1,680-686.99,Skin and subcutaneous tissue infections
L030,681.1,680-686.99,Skin and subcutaneous tissue infections
L031,681.5,680-686.99,Skin and subcutaneous tissue infections
L031,681.6,680-686.99,Skin and subcutaneous tissue infections
L031,681.3,680-686.99,Skin and subcutaneous tissue infections
L032,681.2,680-686.99,Skin and subcutaneous tissue infections
L033,681.7,680-686.99,Skin and subcutaneous tissue infections
L038,681.0,680-686.99,Skin and subcutaneous tissue infections
L039,681.0,680-686.99,Skin and subcutaneous tissue infections
L040,289.4,288-289.99,Other diseases of the blood
L041,289.4,288-289.99,Other diseases of the blood
L042,289.4,288-289.99,Other diseases of the blood
L043,289.4,288-289.99,Other diseases of the blood
L048,289.4,288-289.99,Other diseases of the blood
L049,289.4,288-289.99,Other diseases of the blood
L050,686.3,680-686.99,Skin and subcutaneous tissue infections
L059,686.3,680-686.99,Skin and subcutaneous tissue infections
L080,686.5,680-686.99,Skin and subcutaneous tissue infections
L081,686.0,680-686.99,Skin and subcutaneous tissue infections
L088,686.0,680-686.99,Skin and subcutaneous tissue infections
L089,686.0,680-686.99,Skin and subcutaneous tissue infections
L100,695.22,690-697.99,Other inflammatory condition of skin
L101,695.22,690-697.99,Other inflammatory condition of skin
L102,695.22,690-697.99,Other inflammatory condition of skin
L104,695.22,690-697.99,Other inflammatory condition of skin
L108,695.22,690-697.99,Other inflammatory condition of skin
L109,695.22,690-697.99,Other inflammatory condition of skin
L110,701.1,700-701.99,hypertrophic skin conditions
L111,702.0,700-702.99,Other hypertrophic and atrophic conditions of skin
L118,701.0,700-701.99,hypertrophic skin conditions
L119,701.0,700-701.99,hypertrophic skin conditions
L120,695.22,690-697.99,Other inflammatory condition of skin
L121,695.22,690-697.99,Other inflammatory condition of skin
L123,695.1,690-697.99,Other inflammatory condition of skin
L128,695.22,690-697.99,Other inflammatory condition of skin
L129,695.22,690-697.99,Other inflammatory condition of skin
L130,695.21,690-697.99,Other inflammatory condition of skin
L131,695.21,690-697.99,Other inflammatory condition of skin
L138,695.2,690-697.99,Other inflammatory condition of skin
L139,695.2,690-697.99,Other inflammatory condition of skin
L14,695.2,690-697.99,Other inflammatory condition of skin
L208,939.0,930-949.99,allergic reactions
L209,939.0,930-949.99,allergic reactions
L210,690.1,690-697.99,Other inflammatory condition of skin
L211,690.1,690-697.99,Other inflammatory condition of skin
L218,690.1,690-697.99,Other inflammatory condition of skin
L219,690.1,690-697.99,Other inflammatory condition of skin
L22,949.1,930-949.99,allergic reactions
L230,939.0,930-949.99,allergic reactions
L231,939.0,930-949.99,allergic reactions
L232,939.0,930-949.99,allergic reactions
L233,939.0,930-949.99,allergic reactions
L234,939.0,930-949.99,allergic reactions
L235,939.0,930-949.99,allergic reactions
L236,930.0,930-949.99,allergic reactions
L237,931.0,930-949.99,allergic reactions
L238,939.0,930-949.99,allergic reactions
L239,939.0,930-949.99,allergic reactions
L240,939.0,930-949.99,allergic reactions
L242,939.0,930-949.99,allergic reactions
L244,939.0,930-949.99,allergic reactions
L248,939.0,930-949.99,allergic reactions
L249,939.0,930-949.99,allergic reactions
L250,939.0,930-949.99,allergic reactions
L251,939.0,930-949.99,allergic reactions
L252,939.0,930-949.99,allergic reactions
L253,939.0,930-949.99,allergic reactions
L254,930.0,930-949.99,allergic reactions
L255,931.0,930-949.99,allergic reactions
L258,939.0,930-949.99,allergic reactions
L259,939.0,930-949.99,allergic reactions
L26,695.8,690-697.99,Other inflammatory condition of skin
L26,695.9,690-697.99,Other inflammatory condition of skin
L270,939.0,930-949.99,allergic reactions
L270,687.1,687-687.99,Symptoms affecting skin
L270,1010.0,,
L271,939.0,930-949.99,allergic reactions
L272,930.0,930-949.99,allergic reactions
L278,939.0,930-949.99,allergic reactions
L279,939.0,930-949.99,allergic reactions
L280,695.7,690-697.99,Other inflammatory condition of skin
L281,695.7,690-697.99,Other inflammatory condition of skin
L282,695.7,690-697.99,Other inflammatory condition of skin
L290,698.0,698-699.99,Pruritic conditions
L291,698.0,698-699.99,Pruritic conditions
L292,698.0,698-699.99,Pruritic conditions
L293,698.0,698-699.99,Pruritic conditions
L298,698.0,698-699.99,Pruritic conditions
L299,698.0,698-699.99,Pruritic conditions
L300,939.0,930-949.99,allergic reactions
L301,705.1,705-706.99,disorders of sweat and sebaceous glands
L302,939.0,930-949.99,allergic reactions
L303,690.0,690-697.99,Other inflammatory condition of skin
L304,695.8,690-697.99,Other inflammatory condition of skin
L305,696.3,690-697.99,Other inflammatory condition of skin
L308,939.0,930-949.99,allergic reactions
L309,939.0,930-949.99,allergic reactions
L400,696.41,"690-697.99, 714-714.99",
L401,695.21,690-697.99,Other inflammatory condition of skin
L401,696.41,"690-697.99, 714-714.99",
L403,696.41,"690-697.99, 714-714.99",
L404,696.41,"690-697.99, 714-714.99",
L405,696.42,"690-697.99, 714-714.99",
L408,696.41,"690-697.99, 714-714.99",
L409,696.41,"690-697.99, 714-714.99",
L409,696.4,"690-697.99, 714-714.99",
L410,696.2,690-697.99,Other inflammatory condition of skin
L411,696.2,690-697.99,Other inflammatory condition of skin
L412,202.2,200-204.99,cancer of lymphatic and hematopoietic tissue
L413,696.2,690-697.99,Other inflammatory condition of skin
L415,696.2,690-697.99,Other inflammatory condition of skin
L418,696.2,690-697.99,Other inflammatory condition of skin
L419,696.2,690-697.99,Other inflammatory condition of skin
L42,696.3,690-697.99,Other inflammatory condition of skin
L430,695.7,690-697.99,Other inflammatory condition of skin
L431,695.7,690-697.99,Other inflammatory condition of skin
L432,695.7,690-697.99,Other inflammatory condition of skin
L433,695.7,690-697.99,Other inflammatory condition of skin
L438,695.7,690-697.99,Other inflammatory condition of skin
L439,695.7,690-697.99,Other inflammatory condition of skin
L440,696.3,690-697.99,Other inflammatory condition of skin
L441,695.7,690-697.99,Other inflammatory condition of skin
L443,695.7,690-697.99,Other inflammatory condition of skin
L500,947.0,930-949.99,allergic reactions
L501,947.0,930-949.99,allergic reactions
L502,947.0,930-949.99,allergic reactions
L503,947.0,930-949.99,allergic reactions
L505,947.0,930-949.99,allergic reactions
L506,947.0,930-949.99,allergic reactions
L508,947.0,930-949.99,allergic reactions
L509,947.0,930-949.99,allergic reactions
L511,695.1,690-697.99,Other inflammatory condition of skin
L512,695.1,690-697.99,Other inflammatory condition of skin
L518,695.1,690-697.99,Other inflammatory condition of skin
L519,695.1,690-697.99,Other inflammatory condition of skin
L52,695.81,690-697.99,Other inflammatory condition of skin
L530,695.1,690-697.99,Other inflammatory condition of skin
L531,695.1,690-697.99,Other inflammatory condition of skin
L532,695.1,690-697.99,Other inflammatory condition of skin
L533,695.1,690-697.99,Other inflammatory condition of skin
L538,695.8,690-697.99,Other inflammatory condition of skin
L539,695.9,690-697.99,Other inflammatory condition of skin
L540,695.8,690-697.99,Other inflammatory condition of skin
L550,938.1,930-949.99,allergic reactions
L551,938.1,930-949.99,allergic reactions
L559,938.1,930-949.99,allergic reactions
L561,938.1,930-949.99,allergic reactions
L562,938.1,930-949.99,allergic reactions
L563,938.1,930-949.99,allergic reactions
L564,938.0,930-949.99,allergic reactions
L568,938.0,930-949.99,allergic reactions
L569,938.0,930-949.99,allergic reactions
L570,702.1,702-702.99,
L571,938.2,930-949.99,allergic reactions
L572,701.0,700-701.99,hypertrophic skin conditions
L573,694.2,690-697.99,Other inflammatory condition of skin
L574,701.0,700-701.99,hypertrophic skin conditions
L575,938.2,930-949.99,allergic reactions
L578,938.2,930-949.99,allergic reactions
L579,938.2,930-949.99,allergic reactions
L580,938.0,930-949.99,allergic reactions
L581,938.0,930-949.99,allergic reactions
L589,938.0,930-949.99,allergic reactions
L590,938.0,930-949.99,allergic reactions
L598,938.0,930-949.99,allergic reactions
L599,938.0,930-949.99,allergic reactions
L600,703.1,703-704.99,Diseases of hair and nails
L601,703.0,703-704.99,Diseases of hair and nails
L602,703.0,703-704.99,Diseases of hair and nails
L603,703.0,703-704.99,Diseases of hair and nails
L604,703.0,703-704.99,Diseases of hair and nails
L605,703.0,703-704.99,Diseases of hair and nails
L608,703.0,703-704.99,Diseases of hair and nails
L609,703.0,703-704.99,Diseases of hair and nails
L630,704.1,703-704.99,Diseases of hair and nails
L631,704.1,703-704.99,Diseases of hair and nails
L632,704.11,703-704.99,Diseases of hair and nails
L638,704.11,703-704.99,Diseases of hair and nails
L639,704.11,703-704.99,Diseases of hair and nails
L640,704.1,703-704.99,Diseases of hair and nails
L648,704.1,703-704.99,Diseases of hair and nails
L649,704.1,703-704.99,Diseases of hair and nails
L651,704.1,703-704.99,Diseases of hair and nails
L652,704.1,703-704.99,Diseases of hair and nails
L658,704.1,703-704.99,Diseases of hair and nails
L659,704.1,703-704.99,Diseases of hair and nails
L660,704.1,703-704.99,Diseases of hair and nails
L661,695.7,690-697.99,Other inflammatory condition of skin
L662,704.1,703-704.99,Diseases of hair and nails
L663,704.8,703-704.99,Diseases of hair and nails
L664,701.0,700-701.99,hypertrophic skin conditions
L668,704.1,703-704.99,Diseases of hair and nails
L669,704.1,703-704.99,Diseases of hair and nails
L671,704.0,703-704.99,Diseases of hair and nails
L678,704.8,703-704.99,Diseases of hair and nails
L679,704.8,703-704.99,Diseases of hair and nails
L680,704.2,703-704.99,Diseases of hair and nails
L681,704.2,703-704.99,Diseases of hair and nails
L682,704.2,703-704.99,Diseases of hair and nails
L683,704.2,703-704.99,Diseases of hair and nails
L688,704.2,703-704.99,Diseases of hair and nails
L689,704.2,703-704.99,Diseases of hair and nails
L700,706.1,705-706.99,disorders of sweat and sebaceous glands
L701,706.1,705-706.99,disorders of sweat and sebaceous glands
L702,706.1,705-706.99,disorders of sweat and sebaceous glands
L703,706.1,705-706.99,disorders of sweat and sebaceous glands
L704,706.1,705-706.99,disorders of sweat and sebaceous glands
L705,706.1,705-706.99,disorders of sweat and sebaceous glands
L708,706.1,705-706.99,disorders of sweat and sebaceous glands
L709,706.1,705-706.99,disorders of sweat and sebaceous glands
L710,695.3,690-697.99,Other inflammatory condition of skin
L711,695.3,690-697.99,Other inflammatory condition of skin
L718,695.3,690-697.99,Other inflammatory condition of skin
L719,695.3,690-697.99,Other inflammatory condition of skin
L720,706.2,705-706.99,disorders of sweat and sebaceous glands
L721,706.2,705-706.99,disorders of sweat and sebaceous glands
L721,704.0,703-704.99,Diseases of hair and nails
L722,706.2,705-706.99,disorders of sweat and sebaceous glands
L728,706.2,705-706.99,disorders of sweat and sebaceous glands
L729,706.2,705-706.99,disorders of sweat and sebaceous glands
L730,706.1,705-706.99,disorders of sweat and sebaceous glands
L731,704.8,703-704.99,Diseases of hair and nails
L732,705.3,705-706.99,disorders of sweat and sebaceous glands
L738,704.8,703-704.99,Diseases of hair and nails
L739,704.0,703-704.99,Diseases of hair and nails
L740,705.0,705-706.99,disorders of sweat and sebaceous glands
L741,705.0,705-706.99,disorders of sweat and sebaceous glands
L742,705.0,705-706.99,disorders of sweat and sebaceous glands
L743,705.0,705-706.99,disorders of sweat and sebaceous glands
L744,705.0,705-706.99,disorders of sweat and sebaceous glands
L748,705.0,705-706.99,disorders of sweat and sebaceous glands
L750,705.0,705-706.99,disorders of sweat and sebaceous glands
L751,705.0,705-706.99,disorders of sweat and sebaceous glands
L752,705.0,705-706.99,disorders of sweat and sebaceous glands
L758,705.0,705-706.99,disorders of sweat and sebaceous glands
L759,705.0,705-706.99,disorders of sweat and sebaceous glands
L80,694.1,690-697.99,Other inflammatory condition of skin
L810,694.2,690-697.99,Other inflammatory condition of skin
L811,694.2,690-697.99,Other inflammatory condition of skin
L812,694.2,690-697.99,Other inflammatory condition of skin
L813,694.2,690-697.99,Other inflammatory condition of skin
L814,694.2,690-697.99,Other inflammatory condition of skin
L816,694.2,690-697.99,Other inflammatory condition of skin
L817,694.2,690-697.99,Other inflammatory condition of skin
L818,694.2,690-697.99,Other inflammatory condition of skin
L819,694.2,690-697.99,Other inflammatory condition of skin
L82,702.2,702-702.99,
L83,701.6,700-701.99,hypertrophic skin conditions
L84,700.0,700-701.99,hypertrophic skin conditions
L850,701.1,700-701.99,hypertrophic skin conditions
L851,701.1,700-701.99,hypertrophic skin conditions
L852,701.1,700-701.99,hypertrophic skin conditions
L853,706.8,705-706.99,disorders of sweat and sebaceous glands
L858,701.0,700-701.99,hypertrophic skin conditions
L859,701.0,700-701.99,hypertrophic skin conditions
L870,701.1,700-701.99,hypertrophic skin conditions
L871,701.0,700-701.99,hypertrophic skin conditions
L872,701.1,700-701.99,hypertrophic skin conditions
L878,701.0,700-701.99,hypertrophic skin conditions
L879,701.0,700-701.99,hypertrophic skin conditions
L88,686.5,680-686.99,Skin and subcutaneous tissue infections
L89,707.1,707-707.99,Chronic ulcer of skin
L900,702.1,702-702.99,
L901,701.0,700-701.99,hypertrophic skin conditions
L902,701.0,700-701.99,hypertrophic skin conditions
L903,701.0,700-701.99,hypertrophic skin conditions
L904,701.0,700-701.99,hypertrophic skin conditions
L905,701.2,700-701.99,hypertrophic skin conditions
L906,701.0,700-701.99,hypertrophic skin conditions
L908,701.0,700-701.99,hypertrophic skin conditions
L909,701.0,700-701.99,hypertrophic skin conditions
L910,701.4,700-701.99,hypertrophic skin conditions
L918,701.0,700-701.99,hypertrophic skin conditions
L919,701.0,700-701.99,hypertrophic skin conditions
L920,695.8,690-697.99,Other inflammatory condition of skin
L921,702.4,700-702.99,Other hypertrophic and atrophic conditions of skin
L922,701.0,700-701.99,hypertrophic skin conditions
L923,701.5,700-701.99,hypertrophic skin conditions
L928,686.4,680-686.99,Skin and subcutaneous tissue infections
L929,701.5,700-701.99,hypertrophic skin conditions
L930,695.41,"690-697.99, 335-335.99"," other inflammatory condition of skin, MS"
L931,695.41,"690-697.99, 335-335.99"," other inflammatory condition of skin, MS"
L932,695.41,"690-697.99, 335-335.99"," other inflammatory condition of skin, MS"
L940,701.3,700-701.99,hypertrophic skin conditions
L941,701.3,700-701.99,hypertrophic skin conditions
L942,689.0,689-689.99,Other skin disorders NOS
L943,709.3,"690-697.99, 708-709.99",
L944,689.0,689-689.99,Other skin disorders NOS
L945,696.2,690-697.99,Other inflammatory condition of skin
L946,136.0,130-136.99,Other infections; including parasitic
L948,701.0,700-701.99,hypertrophic skin conditions
L949,701.0,700-701.99,hypertrophic skin conditions
L950,694.3,690-697.99,Other inflammatory condition of skin
L951,695.8,690-697.99,Other inflammatory condition of skin
L958,694.3,690-697.99,Other inflammatory condition of skin
L959,694.3,690-697.99,Other inflammatory condition of skin
L97,707.0,707-707.99,Chronic ulcer of skin
L980,686.4,680-686.99,Skin and subcutaneous tissue infections
L981,695.8,690-697.99,Other inflammatory condition of skin
L982,695.8,690-697.99,Other inflammatory condition of skin
L983,681.0,680-686.99,Skin and subcutaneous tissue infections
L984,707.0,707-707.99,Chronic ulcer of skin
L985,701.0,700-701.99,hypertrophic skin conditions
L986,701.0,700-701.99,hypertrophic skin conditions
L988,689.0,689-689.99,Other skin disorders NOS
L989,689.0,689-689.99,Other skin disorders NOS
L990,270.33,269-270.99,Disorders of amino-acid transport/metabolism
M000,41.1,010-041.99,bacterial infection
M001,41.0,010-041.99,bacterial infection
M002,711.1,710-716.99,Arthropathies
M002,41.2,010-041.99,bacterial infection
M008,711.0,710-716.99,Arthropathies
M009,711.1,710-716.99,Arthropathies
M010,711.0,710-716.99,Arthropathies
M011,10.0,010-041.99,bacterial infection
M012,711.0,710-716.99,Arthropathies
M014,711.0,710-716.99,Arthropathies
M021,711.0,710-716.99,Arthropathies
M022,1011.0,,
M022,716.9,710-716.99,Arthropathies
M023,711.2,710-716.99,Arthropathies
M028,711.2,710-716.99,Arthropathies
M028,711.0,710-716.99,Arthropathies
M029,713.0,710-716.99,Arthropathies
M036,711.2,710-716.99,Arthropathies
M050,714.1,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M051,714.1,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M052,446.3,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M052,714.1,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M053,714.1,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M059,714.1,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M060,714.1,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M061,714.1,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M062,714.1,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M063,714.1,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M064,714.0,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M068,714.1,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M069,714.1,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M070,696.42,"690-697.99, 714-714.99",
M072,696.42,"690-697.99, 714-714.99",
M073,696.42,"690-697.99, 714-714.99",
M076,711.0,710-716.99,Arthropathies
M080,714.2,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M081,715.2,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M082,714.2,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M083,714.2,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M084,714.2,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M088,714.2,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M089,714.2,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M100,274.11,274-274.99,Gout
M101,274.11,274-274.99,Gout
M102,274.11,274-274.99,Gout
M103,588.0,580-590.99,diseases of kidney and ureters
M104,274.1,274-274.99,Gout
M109,274.1,274-274.99,Gout
M111,274.21,274-274.99,Gout
M112,274.21,274-274.99,Gout
M118,274.2,274-274.99,Gout
M119,274.2,274-274.99,Gout
M120,714.0,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M122,741.6,741-742.99,other non-traumatic joint disorders
M123,716.8,710-716.99,Arthropathies
M125,836.0,830-839.99,joint disorders and dislocations; trauma-related
M128,716.0,710-716.99,Arthropathies
M130,714.0,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M131,716.2,710-716.99,Arthropathies
M138,716.0,710-716.99,Arthropathies
M139,716.9,710-716.99,Arthropathies
M139,740.9,740-740.99,osteoarthritis
M143,277.5,277-277.99,Other/unspecified disorders of metabolism
M144,713.0,710-716.99,Arthropathies
M146,713.5,710-716.99,Arthropathies
M148,713.0,710-716.99,Arthropathies
M150,740.2,740-740.99,osteoarthritis
M151,740.2,740-740.99,osteoarthritis
M152,740.2,740-740.99,osteoarthritis
M153,740.9,740-740.99,osteoarthritis
M154,740.9,740-740.99,osteoarthritis
M158,,,
M159,,,
M160,740.11,740-740.99,osteoarthritis
M161,740.11,740-740.99,osteoarthritis
M162,713.0,710-716.99,Arthropathies
M163,740.1,740-740.99,osteoarthritis
M164,836.0,830-839.99,joint disorders and dislocations; trauma-related
M165,836.0,830-839.99,joint disorders and dislocations; trauma-related
M166,740.12,740-740.99,osteoarthritis
M167,740.12,740-740.99,osteoarthritis
M169,740.1,740-740.99,osteoarthritis
M170,716.9,710-716.99,Arthropathies
M171,740.11,740-740.99,osteoarthritis
M172,836.0,830-839.99,joint disorders and dislocations; trauma-related
M173,836.0,830-839.99,joint disorders and dislocations; trauma-related
M174,740.12,740-740.99,osteoarthritis
M175,740.12,740-740.99,osteoarthritis
M179,716.9,710-716.99,Arthropathies
M179,716.2,710-716.99,Arthropathies
M180,740.11,740-740.99,osteoarthritis
M181,740.11,740-740.99,osteoarthritis
M182,836.0,830-839.99,joint disorders and dislocations; trauma-related
M183,836.0,830-839.99,joint disorders and dislocations; trauma-related
M185,740.12,740-740.99,osteoarthritis
M189,740.1,740-740.99,osteoarthritis
M190,740.9,740-740.99,osteoarthritis
M191,836.0,830-839.99,joint disorders and dislocations; trauma-related
M192,740.12,740-740.99,osteoarthritis
M198,716.9,710-716.99,Arthropathies
M199,716.9,710-716.99,Arthropathies
M200,736.2,735-739.99,Acquired deformities
M201,735.3,735-739.99,Acquired deformities
M202,735.23,735-739.99,Acquired deformities
M203,735.2,735-739.99,Acquired deformities
M204,735.21,735-739.99,Acquired deformities
M205,735.2,735-739.99,Acquired deformities
M206,735.2,735-739.99,Acquired deformities
M210,736.0,735-739.99,Acquired deformities
M211,736.0,735-739.99,Acquired deformities
M212,736.0,735-739.99,Acquired deformities
M212,739.0,735-739.99,Acquired deformities
M213,736.0,735-739.99,Acquired deformities
M214,735.1,735-739.99,Acquired deformities
M215,736.0,735-739.99,Acquired deformities
M216,735.0,735-739.99,Acquired deformities
M217,736.0,735-739.99,Acquired deformities
M218,736.0,735-739.99,Acquired deformities
M219,736.0,735-739.99,Acquired deformities
M220,742.2,741-742.99,other non-traumatic joint disorders
M221,742.2,741-742.99,other non-traumatic joint disorders
M222,741.0,741-742.99,other non-traumatic joint disorders
M223,742.9,741-742.99,other non-traumatic joint disorders
M223,835.0,830-839.99,joint disorders and dislocations; trauma-related
M224,835.0,830-839.99,joint disorders and dislocations; trauma-related
M228,741.0,741-742.99,other non-traumatic joint disorders
M229,835.0,830-839.99,joint disorders and dislocations; trauma-related
M230,835.0,830-839.99,joint disorders and dislocations; trauma-related
M231,835.0,830-839.99,joint disorders and dislocations; trauma-related
M232,835.0,830-839.99,joint disorders and dislocations; trauma-related
M233,835.0,830-839.99,joint disorders and dislocations; trauma-related
M234,835.0,830-839.99,joint disorders and dislocations; trauma-related
M235,742.9,741-742.99,other non-traumatic joint disorders
M236,835.0,830-839.99,joint disorders and dislocations; trauma-related
M238,835.0,830-839.99,joint disorders and dislocations; trauma-related
M239,835.0,830-839.99,joint disorders and dislocations; trauma-related
M240,742.1,741-742.99,other non-traumatic joint disorders
M241,742.8,741-742.99,other non-traumatic joint disorders
M241,742.9,741-742.99,other non-traumatic joint disorders
M242,728.2,725-729.99,"Rheumatism, Excluding The Back"
M243,742.9,741-742.99,other non-traumatic joint disorders
M244,742.9,741-742.99,other non-traumatic joint disorders
M245,739.0,735-739.99,Acquired deformities
M246,741.1,741-742.99,other non-traumatic joint disorders
M247,742.0,741-742.99,other non-traumatic joint disorders
M249,742.9,741-742.99,other non-traumatic joint disorders
M250,741.5,741-742.99,other non-traumatic joint disorders
M251,741.0,741-742.99,other non-traumatic joint disorders
M252,742.9,741-742.99,other non-traumatic joint disorders
M253,742.9,741-742.99,other non-traumatic joint disorders
M254,741.4,741-742.99,other non-traumatic joint disorders
M255,745.0,745-745.99,Pain in joint
M256,741.2,741-742.99,other non-traumatic joint disorders
M257,726.1,725-729.99,"Rheumatism, Excluding The Back"
M258,741.0,741-742.99,other non-traumatic joint disorders
M258,716.9,710-716.99,Arthropathies
M259,716.9,710-716.99,Arthropathies
M300,446.6,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M301,446.4,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M302,446.6,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M303,446.2,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M308,446.6,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M310,446.3,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M311,446.8,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M312,446.0,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M313,446.4,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M314,446.7,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M315,446.5,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M316,446.5,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M318,447.0,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M319,447.0,440-449.99,"DISEASES OF ARTERIES, ARTERIOLES, AND CAPILLARIES"
M320,695.42,"690-697.99, 335-335.99"," other inflammatory condition of skin, MS"
M321,695.42,"690-697.99, 335-335.99"," other inflammatory condition of skin, MS"
M328,695.42,"690-697.99, 335-335.99"," other inflammatory condition of skin, MS"
M329,695.42,"690-697.99, 335-335.99"," other inflammatory condition of skin, MS"
M330,709.5,"690-697.99, 708-709.99",
M331,709.5,"690-697.99, 708-709.99",
M332,709.4,"690-697.99, 708-709.99",
M339,709.5,"690-697.99, 708-709.99",
M340,709.3,"690-697.99, 708-709.99",
M341,709.3,"690-697.99, 708-709.99",
M342,709.3,"690-697.99, 708-709.99",
M348,709.3,"690-697.99, 708-709.99",
M349,709.3,"690-697.99, 708-709.99",
M350,709.2,"690-697.99, 708-709.99",
M351,709.6,"690-697.99, 708-709.99",
M352,711.3,710-716.99,Arthropathies
M353,717.0,717-717.99,Osteoarthritis
M354,772.0,772-772.99,Other muscular symptoms
M355,709.6,"690-697.99, 708-709.99",
M357,728.2,725-729.99,"Rheumatism, Excluding The Back"
M358,709.6,"690-697.99, 708-709.99",
M359,709.7,"690-697.99, 708-709.99",
M360,709.5,"690-697.99, 708-709.99",
M361,713.0,710-716.99,Arthropathies
M362,713.0,710-716.99,Arthropathies
M363,713.0,710-716.99,Arthropathies
M364,713.0,710-716.99,Arthropathies
M368,709.7,"690-697.99, 708-709.99",
M400,737.1,735-739.99,Acquired deformities
M401,737.1,735-739.99,Acquired deformities
M402,721.8,720-724.99,DORSOPATHIES
M402,724.9,720-724.99,DORSOPATHIES
M402,737.1,735-739.99,Acquired deformities
M405,737.2,735-739.99,Acquired deformities
M410,737.3,735-739.99,Acquired deformities
M411,737.3,735-739.99,Acquired deformities
M412,737.3,735-739.99,Acquired deformities
M413,737.3,735-739.99,Acquired deformities
M414,737.3,735-739.99,Acquired deformities
M415,737.3,735-739.99,Acquired deformities
M418,737.3,735-739.99,Acquired deformities
M419,737.3,735-739.99,Acquired deformities
M420,732.1,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M421,732.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M429,732.0,730-739.99,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES"
M430,738.4,735-739.99,Acquired deformities
M431,738.4,735-739.99,Acquired deformities
M432,724.9,720-724.99,DORSOPATHIES
M432,721.8,720-724.99,DORSOPATHIES
M436,723.1,720-724.99,DORSOPATHIES
M438,724.9,720-724.99,DORSOPATHIES
M439,737.0,735-739.99,Acquired deformities
M45,715.2,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M460,715.3,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M461,715.1,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
M462,710.19,710-716.99,Arthropathies
M463,710.0,710-716.99,Arthropathies
M464,722.9,720-724.99,DORSOPATHIES
M465,715.0,"714-716.00, 696-696.99",Autoimmune arthritis and psoriasis
