,features,id,names,category
17888,f.5098.0.4_f.5098.0.4_bin1,5098,6mm weak meridian (right),Autorefraction
17889,f.5098.0.4_f.5098.0.4_bin2,5098,6mm weak meridian (right),Autorefraction
17890,f.5098.0.4_f.5098.0.4_bin3,5098,6mm weak meridian (right),Autorefraction
17891,f.5098.0.4_f.5098.0.4_bin4,5098,6mm weak meridian (right),Autorefraction
17892,f.5098.0.4_f.5098.0.4_bin5,5098,6mm weak meridian (right),Autorefraction
17893,f.5098.0.4_f.5098.0.4_bin6,5098,6mm weak meridian (right),Autorefraction
17894,f.5098.0.4_f.5098.0.4_bin7,5098,6mm weak meridian (right),Autorefraction
17895,f.5098.0.4_f.5098.0.4_bin8,5098,6mm weak meridian (right),Autorefraction
17896,f.5098.0.4_f.5098.0.4_bin9,5098,6mm weak meridian (right),Autorefraction
17897,f.5098.0.5_f.5098.0.5.bin.missing,5098,6mm weak meridian (right),Autorefraction
17898,f.5098.0.5_f.5098.0.5_bin0,5098,6mm weak meridian (right),Autorefraction
17899,f.5098.0.5_f.5098.0.5_bin1,5098,6mm weak meridian (right),Autorefraction
17900,f.5098.0.5_f.5098.0.5_bin2,5098,6mm weak meridian (right),Autorefraction
17901,f.5098.0.5_f.5098.0.5_bin3,5098,6mm weak meridian (right),Autorefraction
17902,f.5098.0.5_f.5098.0.5_bin4,5098,6mm weak meridian (right),Autorefraction
17903,f.5098.0.5_f.5098.0.5_bin5,5098,6mm weak meridian (right),Autorefraction
17904,f.5098.0.5_f.5098.0.5_bin6,5098,6mm weak meridian (right),Autorefraction
17905,f.5098.0.5_f.5098.0.5_bin7,5098,6mm weak meridian (right),Autorefraction
17906,f.5098.0.5_f.5098.0.5_bin8,5098,6mm weak meridian (right),Autorefraction
17907,f.5098.0.5_f.5098.0.5_bin9,5098,6mm weak meridian (right),Autorefraction
17908,f.5098.1.3_f.5098.1.3.bin.missing,5098,6mm weak meridian (right),Autorefraction
17909,f.5098.1.3_f.5098.1.3_bin0,5098,6mm weak meridian (right),Autorefraction
17910,f.5098.1.3_f.5098.1.3_bin1,5098,6mm weak meridian (right),Autorefraction
17911,f.5098.1.3_f.5098.1.3_bin2,5098,6mm weak meridian (right),Autorefraction
17912,f.5098.1.3_f.5098.1.3_bin3,5098,6mm weak meridian (right),Autorefraction
17913,f.5098.1.3_f.5098.1.3_bin4,5098,6mm weak meridian (right),Autorefraction
17914,f.5098.1.3_f.5098.1.3_bin5,5098,6mm weak meridian (right),Autorefraction
17915,f.5098.1.3_f.5098.1.3_bin6,5098,6mm weak meridian (right),Autorefraction
17916,f.5098.1.3_f.5098.1.3_bin7,5098,6mm weak meridian (right),Autorefraction
17917,f.5098.1.3_f.5098.1.3_bin8,5098,6mm weak meridian (right),Autorefraction
17918,f.5098.1.3_f.5098.1.3_bin9,5098,6mm weak meridian (right),Autorefraction
17919,f.5098.1.4_f.5098.1.4.bin.missing,5098,6mm weak meridian (right),Autorefraction
17920,f.5098.1.4_f.5098.1.4_bin0,5098,6mm weak meridian (right),Autorefraction
17921,f.5098.1.4_f.5098.1.4_bin1,5098,6mm weak meridian (right),Autorefraction
17922,f.5098.1.4_f.5098.1.4_bin2,5098,6mm weak meridian (right),Autorefraction
17923,f.5098.1.4_f.5098.1.4_bin3,5098,6mm weak meridian (right),Autorefraction
17924,f.5098.1.4_f.5098.1.4_bin4,5098,6mm weak meridian (right),Autorefraction
17925,f.5098.1.4_f.5098.1.4_bin5,5098,6mm weak meridian (right),Autorefraction
17926,f.5098.1.4_f.5098.1.4_bin6,5098,6mm weak meridian (right),Autorefraction
17927,f.5098.1.4_f.5098.1.4_bin7,5098,6mm weak meridian (right),Autorefraction
17928,f.5098.1.4_f.5098.1.4_bin8,5098,6mm weak meridian (right),Autorefraction
17929,f.5098.1.4_f.5098.1.4_bin9,5098,6mm weak meridian (right),Autorefraction
17930,f.5098.1.5_f.5098.1.5.bin.missing,5098,6mm weak meridian (right),Autorefraction
17931,f.5098.1.5_f.5098.1.5_bin0,5098,6mm weak meridian (right),Autorefraction
17932,f.5098.1.5_f.5098.1.5_bin1,5098,6mm weak meridian (right),Autorefraction
17933,f.5098.1.5_f.5098.1.5_bin2,5098,6mm weak meridian (right),Autorefraction
17934,f.5098.1.5_f.5098.1.5_bin3,5098,6mm weak meridian (right),Autorefraction
17935,f.5098.1.5_f.5098.1.5_bin4,5098,6mm weak meridian (right),Autorefraction
17936,f.5098.1.5_f.5098.1.5_bin5,5098,6mm weak meridian (right),Autorefraction
17937,f.5098.1.5_f.5098.1.5_bin6,5098,6mm weak meridian (right),Autorefraction
17938,f.5098.1.5_f.5098.1.5_bin7,5098,6mm weak meridian (right),Autorefraction
17939,f.5098.1.5_f.5098.1.5_bin8,5098,6mm weak meridian (right),Autorefraction
17940,f.5098.1.5_f.5098.1.5_bin9,5098,6mm weak meridian (right),Autorefraction
17941,f.5117.0.0_f.5117.0.0.bin.missing,5117,6mm cylindrical power (right),Autorefraction
17942,f.5117.0.0_f.5117.0.0_bin0,5117,6mm cylindrical power (right),Autorefraction
17943,f.5117.0.0_f.5117.0.0_bin1,5117,6mm cylindrical power (right),Autorefraction
17944,f.5117.0.0_f.5117.0.0_bin2,5117,6mm cylindrical power (right),Autorefraction
17945,f.5117.0.0_f.5117.0.0_bin3,5117,6mm cylindrical power (right),Autorefraction
17946,f.5117.0.0_f.5117.0.0_bin4,5117,6mm cylindrical power (right),Autorefraction
17947,f.5117.0.0_f.5117.0.0_bin5,5117,6mm cylindrical power (right),Autorefraction
17948,f.5117.0.0_f.5117.0.0_bin6,5117,6mm cylindrical power (right),Autorefraction
17949,f.5117.0.0_f.5117.0.0_bin7,5117,6mm cylindrical power (right),Autorefraction
17950,f.5117.0.0_f.5117.0.0_bin8,5117,6mm cylindrical power (right),Autorefraction
17951,f.5117.0.0_f.5117.0.0_bin9,5117,6mm cylindrical power (right),Autorefraction
17952,f.5117.0.1_f.5117.0.1.bin.missing,5117,6mm cylindrical power (right),Autorefraction
17953,f.5117.0.1_f.5117.0.1_bin0,5117,6mm cylindrical power (right),Autorefraction
17954,f.5117.0.1_f.5117.0.1_bin1,5117,6mm cylindrical power (right),Autorefraction
17955,f.5117.0.1_f.5117.0.1_bin2,5117,6mm cylindrical power (right),Autorefraction
17956,f.5117.0.1_f.5117.0.1_bin3,5117,6mm cylindrical power (right),Autorefraction
17957,f.5117.0.1_f.5117.0.1_bin4,5117,6mm cylindrical power (right),Autorefraction
17958,f.5117.0.1_f.5117.0.1_bin5,5117,6mm cylindrical power (right),Autorefraction
17959,f.5117.0.1_f.5117.0.1_bin6,5117,6mm cylindrical power (right),Autorefraction
17960,f.5117.0.1_f.5117.0.1_bin7,5117,6mm cylindrical power (right),Autorefraction
17961,f.5117.0.1_f.5117.0.1_bin8,5117,6mm cylindrical power (right),Autorefraction
17962,f.5117.0.1_f.5117.0.1_bin9,5117,6mm cylindrical power (right),Autorefraction
17963,f.5117.0.2_f.5117.0.2.bin.missing,5117,6mm cylindrical power (right),Autorefraction
17964,f.5117.0.2_f.5117.0.2_bin0,5117,6mm cylindrical power (right),Autorefraction
17965,f.5117.0.2_f.5117.0.2_bin1,5117,6mm cylindrical power (right),Autorefraction
17966,f.5117.0.2_f.5117.0.2_bin2,5117,6mm cylindrical power (right),Autorefraction
17967,f.5117.0.2_f.5117.0.2_bin3,5117,6mm cylindrical power (right),Autorefraction
17968,f.5117.0.2_f.5117.0.2_bin4,5117,6mm cylindrical power (right),Autorefraction
17969,f.5117.0.2_f.5117.0.2_bin5,5117,6mm cylindrical power (right),Autorefraction
17970,f.5117.0.2_f.5117.0.2_bin6,5117,6mm cylindrical power (right),Autorefraction
17971,f.5117.0.2_f.5117.0.2_bin7,5117,6mm cylindrical power (right),Autorefraction
17972,f.5117.0.2_f.5117.0.2_bin8,5117,6mm cylindrical power (right),Autorefraction
17973,f.5117.0.2_f.5117.0.2_bin9,5117,6mm cylindrical power (right),Autorefraction
17974,f.5117.1.0_f.5117.1.0.bin.missing,5117,6mm cylindrical power (right),Autorefraction
17975,f.5117.1.0_f.5117.1.0_bin0,5117,6mm cylindrical power (right),Autorefraction
17976,f.5117.1.0_f.5117.1.0_bin1,5117,6mm cylindrical power (right),Autorefraction
17977,f.5117.1.0_f.5117.1.0_bin2,5117,6mm cylindrical power (right),Autorefraction
17978,f.5117.1.0_f.5117.1.0_bin3,5117,6mm cylindrical power (right),Autorefraction
17979,f.5117.1.0_f.5117.1.0_bin4,5117,6mm cylindrical power (right),Autorefraction
17980,f.5117.1.0_f.5117.1.0_bin5,5117,6mm cylindrical power (right),Autorefraction
17981,f.5117.1.0_f.5117.1.0_bin6,5117,6mm cylindrical power (right),Autorefraction
17982,f.5117.1.0_f.5117.1.0_bin7,5117,6mm cylindrical power (right),Autorefraction
17983,f.5117.1.0_f.5117.1.0_bin8,5117,6mm cylindrical power (right),Autorefraction
17984,f.5117.1.0_f.5117.1.0_bin9,5117,6mm cylindrical power (right),Autorefraction
17985,f.5117.1.1_f.5117.1.1.bin.missing,5117,6mm cylindrical power (right),Autorefraction
17986,f.5117.1.1_f.5117.1.1_bin0,5117,6mm cylindrical power (right),Autorefraction
17987,f.5117.1.1_f.5117.1.1_bin1,5117,6mm cylindrical power (right),Autorefraction
17988,f.5117.1.1_f.5117.1.1_bin2,5117,6mm cylindrical power (right),Autorefraction
17989,f.5117.1.1_f.5117.1.1_bin3,5117,6mm cylindrical power (right),Autorefraction
17990,f.5117.1.1_f.5117.1.1_bin4,5117,6mm cylindrical power (right),Autorefraction
17991,f.5117.1.1_f.5117.1.1_bin5,5117,6mm cylindrical power (right),Autorefraction
17992,f.5117.1.1_f.5117.1.1_bin6,5117,6mm cylindrical power (right),Autorefraction
17993,f.5117.1.1_f.5117.1.1_bin7,5117,6mm cylindrical power (right),Autorefraction
17994,f.5117.1.1_f.5117.1.1_bin8,5117,6mm cylindrical power (right),Autorefraction
17995,f.5117.1.1_f.5117.1.1_bin9,5117,6mm cylindrical power (right),Autorefraction
17996,f.5117.1.2_f.5117.1.2.bin.missing,5117,6mm cylindrical power (right),Autorefraction
17997,f.5117.1.2_f.5117.1.2_bin0,5117,6mm cylindrical power (right),Autorefraction
17998,f.5117.1.2_f.5117.1.2_bin1,5117,6mm cylindrical power (right),Autorefraction
17999,f.5117.1.2_f.5117.1.2_bin2,5117,6mm cylindrical power (right),Autorefraction
18000,f.5117.1.2_f.5117.1.2_bin3,5117,6mm cylindrical power (right),Autorefraction
18001,f.5117.1.2_f.5117.1.2_bin4,5117,6mm cylindrical power (right),Autorefraction
18002,f.5117.1.2_f.5117.1.2_bin5,5117,6mm cylindrical power (right),Autorefraction
18003,f.5117.1.2_f.5117.1.2_bin6,5117,6mm cylindrical power (right),Autorefraction
18004,f.5117.1.2_f.5117.1.2_bin7,5117,6mm cylindrical power (right),Autorefraction
18005,f.5117.1.2_f.5117.1.2_bin8,5117,6mm cylindrical power (right),Autorefraction
18006,f.5117.1.2_f.5117.1.2_bin9,5117,6mm cylindrical power (right),Autorefraction
18007,f.5117.0.3_f.5117.0.3.bin.missing,5117,6mm cylindrical power (right),Autorefraction
18008,f.5117.0.3_f.5117.0.3_bin0,5117,6mm cylindrical power (right),Autorefraction
18009,f.5117.0.3_f.5117.0.3_bin1,5117,6mm cylindrical power (right),Autorefraction
18010,f.5117.0.3_f.5117.0.3_bin2,5117,6mm cylindrical power (right),Autorefraction
18011,f.5117.0.3_f.5117.0.3_bin3,5117,6mm cylindrical power (right),Autorefraction
18012,f.5117.0.3_f.5117.0.3_bin4,5117,6mm cylindrical power (right),Autorefraction
18013,f.5117.0.3_f.5117.0.3_bin5,5117,6mm cylindrical power (right),Autorefraction
18014,f.5117.0.3_f.5117.0.3_bin6,5117,6mm cylindrical power (right),Autorefraction
18015,f.5117.0.3_f.5117.0.3_bin7,5117,6mm cylindrical power (right),Autorefraction
18016,f.5117.0.3_f.5117.0.3_bin8,5117,6mm cylindrical power (right),Autorefraction
18017,f.5117.0.3_f.5117.0.3_bin9,5117,6mm cylindrical power (right),Autorefraction
18018,f.5117.0.4_f.5117.0.4.bin.missing,5117,6mm cylindrical power (right),Autorefraction
18019,f.5117.0.4_f.5117.0.4_bin0,5117,6mm cylindrical power (right),Autorefraction
18020,f.5117.0.4_f.5117.0.4_bin1,5117,6mm cylindrical power (right),Autorefraction
18021,f.5117.0.4_f.5117.0.4_bin2,5117,6mm cylindrical power (right),Autorefraction
18022,f.5117.0.4_f.5117.0.4_bin3,5117,6mm cylindrical power (right),Autorefraction
18023,f.5117.0.4_f.5117.0.4_bin4,5117,6mm cylindrical power (right),Autorefraction
18024,f.5117.0.4_f.5117.0.4_bin5,5117,6mm cylindrical power (right),Autorefraction
18025,f.5117.0.4_f.5117.0.4_bin6,5117,6mm cylindrical power (right),Autorefraction
18026,f.5117.0.4_f.5117.0.4_bin7,5117,6mm cylindrical power (right),Autorefraction
18027,f.5117.0.4_f.5117.0.4_bin8,5117,6mm cylindrical power (right),Autorefraction
18028,f.5117.0.4_f.5117.0.4_bin9,5117,6mm cylindrical power (right),Autorefraction
18029,f.5117.0.5_f.5117.0.5.bin.missing,5117,6mm cylindrical power (right),Autorefraction
18030,f.5117.0.5_f.5117.0.5_bin0,5117,6mm cylindrical power (right),Autorefraction
18031,f.5117.0.5_f.5117.0.5_bin1,5117,6mm cylindrical power (right),Autorefraction
18032,f.5117.0.5_f.5117.0.5_bin2,5117,6mm cylindrical power (right),Autorefraction
18033,f.5117.0.5_f.5117.0.5_bin3,5117,6mm cylindrical power (right),Autorefraction
18034,f.5117.0.5_f.5117.0.5_bin4,5117,6mm cylindrical power (right),Autorefraction
18035,f.5117.0.5_f.5117.0.5_bin5,5117,6mm cylindrical power (right),Autorefraction
18036,f.5117.0.5_f.5117.0.5_bin6,5117,6mm cylindrical power (right),Autorefraction
18037,f.5117.0.5_f.5117.0.5_bin7,5117,6mm cylindrical power (right),Autorefraction
18038,f.5117.0.5_f.5117.0.5_bin8,5117,6mm cylindrical power (right),Autorefraction
18039,f.5117.0.5_f.5117.0.5_bin9,5117,6mm cylindrical power (right),Autorefraction
18040,f.5117.1.3_f.5117.1.3.bin.missing,5117,6mm cylindrical power (right),Autorefraction
18041,f.5117.1.3_f.5117.1.3_bin0,5117,6mm cylindrical power (right),Autorefraction
18042,f.5117.1.3_f.5117.1.3_bin1,5117,6mm cylindrical power (right),Autorefraction
18043,f.5117.1.3_f.5117.1.3_bin2,5117,6mm cylindrical power (right),Autorefraction
18044,f.5117.1.3_f.5117.1.3_bin3,5117,6mm cylindrical power (right),Autorefraction
18045,f.5117.1.3_f.5117.1.3_bin4,5117,6mm cylindrical power (right),Autorefraction
18046,f.5117.1.3_f.5117.1.3_bin5,5117,6mm cylindrical power (right),Autorefraction
18047,f.5117.1.3_f.5117.1.3_bin6,5117,6mm cylindrical power (right),Autorefraction
18048,f.5117.1.3_f.5117.1.3_bin7,5117,6mm cylindrical power (right),Autorefraction
18049,f.5117.1.3_f.5117.1.3_bin8,5117,6mm cylindrical power (right),Autorefraction
18050,f.5117.1.3_f.5117.1.3_bin9,5117,6mm cylindrical power (right),Autorefraction
18051,f.5117.1.4_f.5117.1.4.bin.missing,5117,6mm cylindrical power (right),Autorefraction
18052,f.5117.1.4_f.5117.1.4_bin0,5117,6mm cylindrical power (right),Autorefraction
18053,f.5117.1.4_f.5117.1.4_bin1,5117,6mm cylindrical power (right),Autorefraction
18054,f.5117.1.4_f.5117.1.4_bin2,5117,6mm cylindrical power (right),Autorefraction
18055,f.5117.1.4_f.5117.1.4_bin3,5117,6mm cylindrical power (right),Autorefraction
18056,f.5117.1.4_f.5117.1.4_bin4,5117,6mm cylindrical power (right),Autorefraction
18057,f.5117.1.4_f.5117.1.4_bin5,5117,6mm cylindrical power (right),Autorefraction
18058,f.5117.1.4_f.5117.1.4_bin6,5117,6mm cylindrical power (right),Autorefraction
18059,f.5117.1.4_f.5117.1.4_bin7,5117,6mm cylindrical power (right),Autorefraction
18060,f.5117.1.4_f.5117.1.4_bin8,5117,6mm cylindrical power (right),Autorefraction
18061,f.5117.1.4_f.5117.1.4_bin9,5117,6mm cylindrical power (right),Autorefraction
18062,f.5117.1.5_f.5117.1.5.bin.missing,5117,6mm cylindrical power (right),Autorefraction
18063,f.5117.1.5_f.5117.1.5_bin0,5117,6mm cylindrical power (right),Autorefraction
18064,f.5117.1.5_f.5117.1.5_bin1,5117,6mm cylindrical power (right),Autorefraction
18065,f.5117.1.5_f.5117.1.5_bin2,5117,6mm cylindrical power (right),Autorefraction
18066,f.5117.1.5_f.5117.1.5_bin3,5117,6mm cylindrical power (right),Autorefraction
18067,f.5117.1.5_f.5117.1.5_bin4,5117,6mm cylindrical power (right),Autorefraction
18068,f.5117.1.5_f.5117.1.5_bin5,5117,6mm cylindrical power (right),Autorefraction
18069,f.5117.1.5_f.5117.1.5_bin6,5117,6mm cylindrical power (right),Autorefraction
18070,f.5117.1.5_f.5117.1.5_bin7,5117,6mm cylindrical power (right),Autorefraction
18071,f.5117.1.5_f.5117.1.5_bin8,5117,6mm cylindrical power (right),Autorefraction
18072,f.5117.1.5_f.5117.1.5_bin9,5117,6mm cylindrical power (right),Autorefraction
18073,f.5133.0.0_f.5133.0.0.bin.missing,5133,6mm strong meridian (right),Autorefraction
18074,f.5133.0.0_f.5133.0.0_bin0,5133,6mm strong meridian (right),Autorefraction
18075,f.5133.0.0_f.5133.0.0_bin1,5133,6mm strong meridian (right),Autorefraction
18076,f.5133.0.0_f.5133.0.0_bin2,5133,6mm strong meridian (right),Autorefraction
18077,f.5133.0.0_f.5133.0.0_bin3,5133,6mm strong meridian (right),Autorefraction
18078,f.5133.0.0_f.5133.0.0_bin4,5133,6mm strong meridian (right),Autorefraction
18079,f.5133.0.0_f.5133.0.0_bin5,5133,6mm strong meridian (right),Autorefraction
18080,f.5133.0.0_f.5133.0.0_bin6,5133,6mm strong meridian (right),Autorefraction
18081,f.5133.0.0_f.5133.0.0_bin7,5133,6mm strong meridian (right),Autorefraction
18082,f.5133.0.0_f.5133.0.0_bin8,5133,6mm strong meridian (right),Autorefraction
18083,f.5133.0.0_f.5133.0.0_bin9,5133,6mm strong meridian (right),Autorefraction
18084,f.5133.0.1_f.5133.0.1.bin.missing,5133,6mm strong meridian (right),Autorefraction
18085,f.5133.0.1_f.5133.0.1_bin0,5133,6mm strong meridian (right),Autorefraction
18086,f.5133.0.1_f.5133.0.1_bin1,5133,6mm strong meridian (right),Autorefraction
18087,f.5133.0.1_f.5133.0.1_bin2,5133,6mm strong meridian (right),Autorefraction
18088,f.5133.0.1_f.5133.0.1_bin3,5133,6mm strong meridian (right),Autorefraction
18089,f.5133.0.1_f.5133.0.1_bin4,5133,6mm strong meridian (right),Autorefraction
18090,f.5133.0.1_f.5133.0.1_bin5,5133,6mm strong meridian (right),Autorefraction
18091,f.5133.0.1_f.5133.0.1_bin6,5133,6mm strong meridian (right),Autorefraction
18092,f.5133.0.1_f.5133.0.1_bin7,5133,6mm strong meridian (right),Autorefraction
18093,f.5133.0.1_f.5133.0.1_bin8,5133,6mm strong meridian (right),Autorefraction
18094,f.5133.0.1_f.5133.0.1_bin9,5133,6mm strong meridian (right),Autorefraction
18095,f.5133.0.2_f.5133.0.2.bin.missing,5133,6mm strong meridian (right),Autorefraction
18096,f.5133.0.2_f.5133.0.2_bin0,5133,6mm strong meridian (right),Autorefraction
18097,f.5133.0.2_f.5133.0.2_bin1,5133,6mm strong meridian (right),Autorefraction
18098,f.5133.0.2_f.5133.0.2_bin2,5133,6mm strong meridian (right),Autorefraction
18099,f.5133.0.2_f.5133.0.2_bin3,5133,6mm strong meridian (right),Autorefraction
18100,f.5133.0.2_f.5133.0.2_bin4,5133,6mm strong meridian (right),Autorefraction
18101,f.5133.0.2_f.5133.0.2_bin5,5133,6mm strong meridian (right),Autorefraction
18102,f.5133.0.2_f.5133.0.2_bin6,5133,6mm strong meridian (right),Autorefraction
18103,f.5133.0.2_f.5133.0.2_bin7,5133,6mm strong meridian (right),Autorefraction
18104,f.5133.0.2_f.5133.0.2_bin8,5133,6mm strong meridian (right),Autorefraction
18105,f.5133.0.2_f.5133.0.2_bin9,5133,6mm strong meridian (right),Autorefraction
18106,f.5133.1.0_f.5133.1.0.bin.missing,5133,6mm strong meridian (right),Autorefraction
18107,f.5133.1.0_f.5133.1.0_bin0,5133,6mm strong meridian (right),Autorefraction
18108,f.5133.1.0_f.5133.1.0_bin1,5133,6mm strong meridian (right),Autorefraction
18109,f.5133.1.0_f.5133.1.0_bin2,5133,6mm strong meridian (right),Autorefraction
18110,f.5133.1.0_f.5133.1.0_bin3,5133,6mm strong meridian (right),Autorefraction
18111,f.5133.1.0_f.5133.1.0_bin4,5133,6mm strong meridian (right),Autorefraction
18112,f.5133.1.0_f.5133.1.0_bin5,5133,6mm strong meridian (right),Autorefraction
18113,f.5133.1.0_f.5133.1.0_bin6,5133,6mm strong meridian (right),Autorefraction
18114,f.5133.1.0_f.5133.1.0_bin7,5133,6mm strong meridian (right),Autorefraction
18115,f.5133.1.0_f.5133.1.0_bin8,5133,6mm strong meridian (right),Autorefraction
18116,f.5133.1.0_f.5133.1.0_bin9,5133,6mm strong meridian (right),Autorefraction
18117,f.5133.1.1_f.5133.1.1.bin.missing,5133,6mm strong meridian (right),Autorefraction
18118,f.5133.1.1_f.5133.1.1_bin0,5133,6mm strong meridian (right),Autorefraction
18119,f.5133.1.1_f.5133.1.1_bin1,5133,6mm strong meridian (right),Autorefraction
18120,f.5133.1.1_f.5133.1.1_bin2,5133,6mm strong meridian (right),Autorefraction
18121,f.5133.1.1_f.5133.1.1_bin3,5133,6mm strong meridian (right),Autorefraction
18122,f.5133.1.1_f.5133.1.1_bin4,5133,6mm strong meridian (right),Autorefraction
18123,f.5133.1.1_f.5133.1.1_bin5,5133,6mm strong meridian (right),Autorefraction
18124,f.5133.1.1_f.5133.1.1_bin6,5133,6mm strong meridian (right),Autorefraction
18125,f.5133.1.1_f.5133.1.1_bin7,5133,6mm strong meridian (right),Autorefraction
18126,f.5133.1.1_f.5133.1.1_bin8,5133,6mm strong meridian (right),Autorefraction
18127,f.5133.1.1_f.5133.1.1_bin9,5133,6mm strong meridian (right),Autorefraction
18128,f.5133.1.2_f.5133.1.2.bin.missing,5133,6mm strong meridian (right),Autorefraction
18129,f.5133.1.2_f.5133.1.2_bin0,5133,6mm strong meridian (right),Autorefraction
18130,f.5133.1.2_f.5133.1.2_bin1,5133,6mm strong meridian (right),Autorefraction
18131,f.5133.1.2_f.5133.1.2_bin2,5133,6mm strong meridian (right),Autorefraction
18132,f.5133.1.2_f.5133.1.2_bin3,5133,6mm strong meridian (right),Autorefraction
18133,f.5133.1.2_f.5133.1.2_bin4,5133,6mm strong meridian (right),Autorefraction
18134,f.5133.1.2_f.5133.1.2_bin5,5133,6mm strong meridian (right),Autorefraction
18135,f.5133.1.2_f.5133.1.2_bin6,5133,6mm strong meridian (right),Autorefraction
18136,f.5133.1.2_f.5133.1.2_bin7,5133,6mm strong meridian (right),Autorefraction
18137,f.5133.1.2_f.5133.1.2_bin8,5133,6mm strong meridian (right),Autorefraction
18138,f.5133.1.2_f.5133.1.2_bin9,5133,6mm strong meridian (right),Autorefraction
18139,f.5133.0.3_f.5133.0.3.bin.missing,5133,6mm strong meridian (right),Autorefraction
18140,f.5133.0.3_f.5133.0.3_bin0,5133,6mm strong meridian (right),Autorefraction
18141,f.5133.0.3_f.5133.0.3_bin1,5133,6mm strong meridian (right),Autorefraction
18142,f.5133.0.3_f.5133.0.3_bin2,5133,6mm strong meridian (right),Autorefraction
18143,f.5133.0.3_f.5133.0.3_bin3,5133,6mm strong meridian (right),Autorefraction
18144,f.5133.0.3_f.5133.0.3_bin4,5133,6mm strong meridian (right),Autorefraction
18145,f.5133.0.3_f.5133.0.3_bin5,5133,6mm strong meridian (right),Autorefraction
18146,f.5133.0.3_f.5133.0.3_bin6,5133,6mm strong meridian (right),Autorefraction
18147,f.5133.0.3_f.5133.0.3_bin7,5133,6mm strong meridian (right),Autorefraction
18148,f.5133.0.3_f.5133.0.3_bin8,5133,6mm strong meridian (right),Autorefraction
18149,f.5133.0.3_f.5133.0.3_bin9,5133,6mm strong meridian (right),Autorefraction
18150,f.5133.0.4_f.5133.0.4.bin.missing,5133,6mm strong meridian (right),Autorefraction
18151,f.5133.0.4_f.5133.0.4_bin0,5133,6mm strong meridian (right),Autorefraction
18152,f.5133.0.4_f.5133.0.4_bin1,5133,6mm strong meridian (right),Autorefraction
18153,f.5133.0.4_f.5133.0.4_bin2,5133,6mm strong meridian (right),Autorefraction
18154,f.5133.0.4_f.5133.0.4_bin3,5133,6mm strong meridian (right),Autorefraction
18155,f.5133.0.4_f.5133.0.4_bin4,5133,6mm strong meridian (right),Autorefraction
18156,f.5133.0.4_f.5133.0.4_bin5,5133,6mm strong meridian (right),Autorefraction
18157,f.5133.0.4_f.5133.0.4_bin6,5133,6mm strong meridian (right),Autorefraction
18158,f.5133.0.4_f.5133.0.4_bin7,5133,6mm strong meridian (right),Autorefraction
18159,f.5133.0.4_f.5133.0.4_bin8,5133,6mm strong meridian (right),Autorefraction
18160,f.5133.0.4_f.5133.0.4_bin9,5133,6mm strong meridian (right),Autorefraction
18161,f.5133.0.5_f.5133.0.5.bin.missing,5133,6mm strong meridian (right),Autorefraction
18162,f.5133.0.5_f.5133.0.5_bin0,5133,6mm strong meridian (right),Autorefraction
18163,f.5133.0.5_f.5133.0.5_bin1,5133,6mm strong meridian (right),Autorefraction
18164,f.5133.0.5_f.5133.0.5_bin2,5133,6mm strong meridian (right),Autorefraction
18165,f.5133.0.5_f.5133.0.5_bin3,5133,6mm strong meridian (right),Autorefraction
18166,f.5133.0.5_f.5133.0.5_bin4,5133,6mm strong meridian (right),Autorefraction
18167,f.5133.0.5_f.5133.0.5_bin5,5133,6mm strong meridian (right),Autorefraction
18168,f.5133.0.5_f.5133.0.5_bin6,5133,6mm strong meridian (right),Autorefraction
18169,f.5133.0.5_f.5133.0.5_bin7,5133,6mm strong meridian (right),Autorefraction
18170,f.5133.0.5_f.5133.0.5_bin8,5133,6mm strong meridian (right),Autorefraction
18171,f.5133.0.5_f.5133.0.5_bin9,5133,6mm strong meridian (right),Autorefraction
18172,f.5133.1.3_f.5133.1.3.bin.missing,5133,6mm strong meridian (right),Autorefraction
18173,f.5133.1.3_f.5133.1.3_bin0,5133,6mm strong meridian (right),Autorefraction
18174,f.5133.1.3_f.5133.1.3_bin1,5133,6mm strong meridian (right),Autorefraction
18175,f.5133.1.3_f.5133.1.3_bin2,5133,6mm strong meridian (right),Autorefraction
18176,f.5133.1.3_f.5133.1.3_bin3,5133,6mm strong meridian (right),Autorefraction
18177,f.5133.1.3_f.5133.1.3_bin4,5133,6mm strong meridian (right),Autorefraction
18178,f.5133.1.3_f.5133.1.3_bin5,5133,6mm strong meridian (right),Autorefraction
18179,f.5133.1.3_f.5133.1.3_bin6,5133,6mm strong meridian (right),Autorefraction
18180,f.5133.1.3_f.5133.1.3_bin7,5133,6mm strong meridian (right),Autorefraction
18181,f.5133.1.3_f.5133.1.3_bin8,5133,6mm strong meridian (right),Autorefraction
18182,f.5133.1.3_f.5133.1.3_bin9,5133,6mm strong meridian (right),Autorefraction
18183,f.5133.1.4_f.5133.1.4.bin.missing,5133,6mm strong meridian (right),Autorefraction
18184,f.5133.1.4_f.5133.1.4_bin0,5133,6mm strong meridian (right),Autorefraction
18185,f.5133.1.4_f.5133.1.4_bin1,5133,6mm strong meridian (right),Autorefraction
18186,f.5133.1.4_f.5133.1.4_bin2,5133,6mm strong meridian (right),Autorefraction
18187,f.5133.1.4_f.5133.1.4_bin3,5133,6mm strong meridian (right),Autorefraction
